mjsdxxb12q3bA01	16的平方根是（)<br/>
mjjsbkszyb8A1c4ks03	如图，在\\[\\Delta ABC\\]中，\\[AB=6,BC=8\\]，\\[BD\\]是中线，延长\\[BD\\]到点\\[E\\]，使得\\[ED=BD\\]，连接\\[CE\\].由“SAS”可证得\\[\\Delta ABD\\cong \\Delta \\]_____.因此\\[AB=\\]_____=6.在\\[\\Delta BCE\\]中，根据三角形三边的不等关系，可得\\[BE\\]的取值范围为_____，从而\\[\\Delta ABC\\]的中线\\[BD\\]的取值范围为_____.<br/>
mjjsbkszyb8A1c4ks04	如图，在\\[\\Delta ABC\\]和\\[\\Delta CED\\]中，\\[AB//CD,AB=CE,AC=CD\\]，求证：\\[\\angle B=\\angle E\\].<br/>
mjjsbkszyb8A1c4ks05	如图，\\[AC=DC,\\angle 1=\\angle 2\\]，求证：\\[AB=DB\\].<br/>
mjjsbkszyb8A1c4ks06	如果两个三角形有两边及一角对应相等，那么这两个三角形（  ）<br/>
mjjsbkszyb8A1c4ks07	如图，四边形\\[ABCD\\]的对角线\\[ACBD\\]相交于点\\[O\\]，\\[\\Delta ABO\\cong \\Delta ADO\\].下列结论：①\\[AC\\bot BD\\]；②\\[CB=CD\\]；③\\[\\Delta ABC\\cong \\Delta ADC\\]；④\\[DA=DC\\].其中所有的正确结论是_____.<br/>
mjjsbkszyb8A1c4ks08	如图，\\[C\\]是线段\\[AB\\]的中点，\\[CD=BE,CD//BE\\].求证：\\[\\angle D=\\angle E\\].<br/>
mjjsbkszyb8A1c4ks09	如图，在<img src='http://qfile.bd.starclink.com/bigdata_q_mjjsbkszyb8A1c4ks09__img_0.png?t=1511608747374' style='width:77.24pt;height:15.75pt;max-width:100%;'/>中，<img src='http://qfile.bd.starclink.com/bigdata_q_mjjsbkszyb8A1c4ks09__img_1.png?t=1511608747499' style='width:247.47pt;height:17.25pt;max-width:100%;'/>，点\\[BCD\\]在同一条直线上，求证：\\[BD=CE\\].<br/>
mjjsbkszyb8A1c4ks10	如图，\\[EB\\bot CD,BE=DE,AE=CE\\].求证：\\[DA\\bot BC\\].<br/>
mjkszyjsb7A4c4ks01	方程\\[7(2x-1)-3(4x-1)=11\\]去括号后，正确的是（  ）<br/>
mjkszyjsb7A4c4ks02	若方程\\[3(2x-2)=2-3x\\]的解与关于\\[x\\]的方程\\[6-2k=2(x+3)\\]的解相同，则\\[k\\]的值为（   ）<br/>
mjkszyjsb7A4c4ks0301	（1）将方程\\[12-3(2x-4)=2(x-7)+5x\\]去括号，得______；<br/><br/>
mjkszyjsb7A4c4ks0302	（2）已知\\[x=3\\]是关于\\[x\\]的方程\\[4x-3(a-x)=6x-7(a-x)\\]的解，那么\\[a\\]的值为______；<br/><br/>
mjkszyjsb7A4c4ks0303	（3）当\\[x\\]=______，代数式\\[2x+1\\]与<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsb7A4c4ks03__img_0.png?t=1510037728148' style='width:1.50pt;height:1.50pt;max-width:100%;'/>\\[\\frac{2}{3}(6x-3)\\]的差为1<br/><br/>
mjkszyjsb7A4c4ks04	解下列方程：<br/>（1）（2015·广州）\\[5x=3(x-4)\\]<br/>（2）\\[2x-3(2x-3)=12-(x+4)\\]<br/>（3）\\[6(\\frac{1}{2}x-4)+2x=7-(\\frac{1}{3}x-1)\\]<br/>（4）\\[2-3(y+1)=1-2(1+0.5y)\\]<br/>
mjkszyjsb7A4c4ks05	方程<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsb7A4c4ks05__img_0.png?t=1508920139806' style='width:131.23pt;height:17.25pt;max-width:100%;'/>去括号后的结果是（）<br/>
mjkszyjsb7A4c4ks06	（2015·大连）方程\\[3x+2(1-x)=4\\]的解是（）<br/>
mjkszyjsb7A4c4ks07	若关于\\[x\\]的方程\\[3x+(1-10a)=x-2(3a-2)\\]的解是\\[x=0\\]，则\\[a\\]的值为（）<br/>
mjkszyjsb7A4c4ks08	(2016包头)若\\[2(a+3)\\]的值与4互为相反数，则\\[a\\]的值为______.<br/>
mjkszyjsb7A4c4ks09	若\\[2(4a-2)-6=3(4a-2)\\]，则\\[{{a}^{2}}-3a+4\\]的值为_______.<br/>
mjkszyjsb7A4c4ks10	阅读下面解方程的过程：<br/>解方程：\\[10y-2(7y-2)=5(4y+5)-3y\\].<br/>解：去括号，得\\[10y-14y-4=20y+25-3y\\].①<br/>移向，得\\[10y-14y+20y-3y=25-4\\].②<br/>合并同类项，得\\[13y=21\\].③<br/>系数化为1，得\\[y=\\frac{21}{13}\\].④<br/>根据上述解题过程，回答下列问题：<br/>上述解方程的过程中，从哪一步开始出现错误（用序号表示）？<br/>从①到②是否正确？若不正确，则错误的原因是什么？<br/>请你求出正确的解.<br/>
mjkszyjsb7A4c4ks11	解下列方程：<br/>（1）（2016·武汉）\\[5x+2=3(x+2)\\]<br/>（2）\\[4-(2-a)=5(a-2)\\]<br/>（3）<img src='http://qfile.bd.starclink.com/bigdata_q_mjkszyjsb7A4c4ks11__img_0.png?t=1508920157025' style='width:116.99pt;height:17.25pt;max-width:100%;'/><br/>（4）\\[x-2\\left[ x-3(x-1) \\right]=8\\]<br/>
mjkszyjsb7A4c4ks12	定义一种新运算：\\[a*b=3a-4b\\].<br/>（1）求\\[5*(-5)\\]的值；<br/>（2）解方程：\\[x*(x-3)=1\\]；<br/>（3）解方程：\\[2*(2*x)=-34\\].<br/>
mjkszyjsb7A4c4ks03	填空<br/>
mjkszyjsb7A4c3ks01	将方程\\[3x-6=2x-8\\]移项后，正确的是(   )<br/>
mjkszyjsb7A4c3ks02	若代数式\\[5x-7\\]与\\[4x+9\\]的值互为相反数，则\\[x\\]的值为(   )<br/>
mjkszyjsb7A4c3ks03	解方程：\\[-3x+7=5x-9\\].<br/>解：移项，得\\[-3x+\\]______=\\[-9+\\]______.<br/>合并同类项，得______=_______.<br/>两边都除以_____，得\\[x\\]=______.<br/>
mjkszyjsb7A4c3ks04	解下列方程：<br/>（1）\\[3x+2=0\\]<br/>（2）\\[6-4x=2\\]<br/>（3）\\[x+3=2x-1\\]<br/>（4）\\[\\frac{10}{9}z+\\frac{2}{7}=\\frac{2}{9}-\\frac{5}{7}\\]<br/>
mjkszyjsb7A4c3ks05	当\\[x\\]取何值时，代数式\\[-4x+1\\]与\\[6-x\\]的值：<br/>（1）相等<br/>（2）互为相反数<br/>
mjkszyjsb7A4c3ks06	解方程\\[-3x+5=2x-1\\]，移项正确的是（   ）<br/>
mjkszyjsb7A4c3ks07	(2016·大连)方程\\[2x+3=7\\]的解是（    ）<br/>
mjkszyjsb7A4c3ks08	已知\\[{{y}_{1}}=-\\frac{2}{3}+1\\]，\\[{{y}_{2}}=-\\frac{1}{6}-5\\]，若\\[{{y}_{1}}+{{y}_{2}}=20\\]，则\\[x\\]的值为（   ）<br/>
mjkszyjsb7A4c3ks09	方程\\[2x-1=0\\]的解是\\[x\\]=_______.<br/>
mjkszyjsb7A4c3ks10	（2016·常州）若代数式\\[x-5\\]与\\[2x-1\\]的值相等，则\\[x\\]的值是________.<br/>
mjkszyjsb7A4c3ks11	若关于\\[x\\]的方程\\[(k+2){{x}^{2}}+4kx-5k=0\\]是一元一次方程，则\\[k\\]=______，方程的解为_______.<br/>
mjkszyjsb7A4c3ks12	(1)\\[3x-1=x\\] <br/>(2)(2015·无锡)\\[2x-1=3x+2\\] <br/>（3）\\[\\frac{x}{2}=3x+1\\]<br/>（4）\\[x-7+8x=9x-3-4x\\]<br/>
mjkszyjsb7A4c3ks13	已知\\[2a-3x=12\\]是关于\\[x\\]的方程，在移向时，粗心的小虎没有将\\[2a\\]变号，得到的方程的解为\\[x=3\\].请你帮小虎求出原方程的解.<br/>
mjkszyjsb7A4c3ks14	已知\\[y=1\\]是关于\\[y\\]的方程\\[2m+2y=3y+1\\]的解，求关于\\[x\\]的方程\\[2m+2y=3y+1\\]的解.<br/>
mshsy11Adlzy0701	已知\\[a={{2}^{1.2}}\\]，\\[b={{\\left( \\frac{1}{2} \\right)}^{-0.8}}\\]，\\[c=2{{\\log }_{5}}2\\]，则\\[a,b,c\\]的大小关系为(    )<br/>
mshsy11Adlzy0702	已知函数\\[f\\left( x \\right)={{a}^{x}}+{{\\log }_{a}}x\\left( a>0,a\\ne 1 \\right)\\]在\\[\\left[ 1,2 \\right]\\]上的最大值与最小值之和为\\[{{\\log }_{a}}2+6\\]，则\\[a\\]的值为(    )<br/>
mshsy11Adlzy0703	已知幂函数\\[f\\left( x \\right)={{x}^{a}}\\]的图象经过点\\[\\left( 2,4 \\right)\\]，则下列判断中不正确的是（　　）<br/>
mshsy11Adlzy0704	\\[a>0,a\\ne 1\\]，函数\\[f\\left( x \\right)={{\\log }_{a}}\\left| a{{x}^{2}}-x \\right|\\]在\\[\\left[ 3,4 \\right]\\]上是增函数，则\\[a\\]的取值范围是（　　）<br/>
mshsy11Adlzy0705	若函数\\[f\\left( x \\right)=\\left( k-1 \\right){{a}^{x}}-{{a}^{-x}}\\left( a>0,a\\ne 1 \\right)\\]在\\[R\\]上既是奇函数，又是减函数，则\\[g\\left( x \\right)={{\\log }_{a}}\\left( x+k \\right)\\]的图象是下图中的(    )<br/>
mshsy11Adlzy0706	已知\\[f\\left( x \\right)=\\left\\{ \\begin{align}  & {{\\log }_{\\sqrt{2}}}x\\ ,\\ 0\\ \\ <\\ \\ x\\ \\ \\le \\ \\ 2 \\\\  & {{x}^{2}}-8x+14\\ ,\\ x>2 \\\\ \\end{align} \\right.\\]若存在互不相同的四个实数\\[0\\ <\\ a\\ <\\ b\\ <\\ c\\ <d\\]满足\\[f\\left( a \\right)=f\\left( b \\right)=f\\left( c \\right)=f\\left( d \\right)\\]，则\\[ab+c+2d\\]的取值范围是（）<br/>
mshsy11Adlzy0707	若函数\\[f\\left( x \\right)=\\left\\{ \\begin{matrix}   {{2}^{x}}, & x\\ <\\ 0  \\\\   -{{2}^{-x}}, & x\\ >\\ 0  \\\\\\end{matrix} \\right.\\]，则函数\\[y=f[f\\left( x \\right)]\\]的值域是_______.<br/>
mshsy11Adlzy0708	已知\\[f\\left( x \\right)={{x}^{2}}\\]，\\[g\\left( x \\right)={{\\left( \\frac{1}{2} \\right)}^{x}}-m\\]，若对\\[\\forall {{x}_{1}}\\in [-1,3]\\]，\\[\\exists {{x}_{2}}\\in [0,2]\\]，\\[f\\left( {{x}_{1}} \\right)\\ge g\\left( {{x}_{2}} \\right)\\]，则实数\\[m\\]的取值范围是_______.<br/>
mshsy11Adlzy0709	已知\\[f\\left( x \\right)={{\\log }_{2}}\\left( 4-ax \\right)\\]在区间\\[\\left[ -1,3 \\right]\\]上是增函数，则\\[a\\]的取值范围是________.<br/>
mshsy11Adlzy0710	已知函数\\[f\\left( x \\right)=\\left\\{ \\begin{matrix}   \\left( 3a-1 \\right)x+4a, & x\\ <\\ 1  \\\\   {{\\log }_{a}}x, & x\\ge 1  \\\\\\end{matrix} \\right.\\]满足对任意的实数\\[{{x}_{1}}\\ne {{x}_{2}}\\]都有\\[\\frac{f\\left( {{x}_{1}} \\right)-f\\left( {{x}_{2}} \\right)}{{{x}_{1}}-{{x}_{2}}}\\ <\\ 0\\]成立，则实数\\[a\\]的取值范围为_______.<br/>
mshsy11Adlzy0711	若点\\[A,B\\]分别是函数\\[y=f\\left( x \\right)\\]与\\[y=g\\left( x \\right)\\]的图像上的点，且线段\\[AB\\]的中点恰好为原点\\[O\\left( 0,0 \\right)\\]，则称\\[A,B\\]为两函数的一对“孪生点”.若\\[f\\left( x \\right)=\\lg \\left| x \\right|,g\\left( x \\right)={{2}^{x}}\\]，则这两个函数的“孪生点”共有______个.<br/>
mshsy11Adlzy0712	有以下命题：<br/>①若函数\\[f\\left( x \\right)\\]既是奇函数又是偶函数，则\\[f\\left( x \\right)\\]的值域为\\[\\left\\{ 0 \\right\\}\\]；<br/>②若函数\\[f\\left( x \\right)\\]是偶函数，则\\[f\\left( \\left| x \\right| \\right)=f\\left( x \\right)\\]；<br/>③若函数\\[f\\left( x \\right)\\]在其定义域内不是单调函数，则\\[f\\left( x \\right)\\]不存在反函数；<br/>④若函数\\[f\\left( x \\right)\\]存在反函数\\[{{f}^{-1}}\\left( x \\right)\\]，且\\[{{f}^{-1}}\\left( x \\right)\\]与\\[f\\left( x \\right)\\]不完全相同，则\\[f\\left( x \\right)\\]与\\[{{f}^{-1}}\\left( x \\right)\\]图象的公共点必在直线\\[y=x\\]上；<br/>其中真命题的序号是______________ ．（写出所有真命题的序号）<br/><br/>
mshsy11Adlzy0713	已知定义域为\\[R\\]的函数\\[f\\left( x \\right)=\\frac{-{{2}^{x}}+b}{{{2}^{x+1}}+a}\\]是奇函数。<br/>（1）求\\[a,b\\]的值<br/>（2）解关于\\[t\\]的不等式\\[f\\left( {{t}^{2}}-2t \\right)+\\left( 2{{t}^{2}}-1 \\right)\\ <\\ 0\\]<br/><br/>
mshsy11Adlzy0714	定义在\\[[-1,\\left. 0 \\right)\\bigcup \\left( 0,1] \\right.\\]上的奇函数\\[f\\left( x \\right)\\]，已知当\\[x\\in [-1,\\left. 0 \\right)\\]时,\\[f\\left( x \\right)=\\frac{1}{{{4}^{x}}}-\\frac{a}{{{2}^{x}}}\\left( a\\in R \\right)\\].<br/>（1）求\\[f\\left( x \\right)\\]在\\[\\left( 0,1] \\right.\\]上的最大值；<br/>（2）若\\[f\\left( x \\right)\\]是\\[\\left( 0,1 \\right)\\]上的增函数，求实数\\[a\\]的取值范围.<br/>
mshsy11Adlzy0715	已知定义在\\[R\\]上的函数\\[f\\left( x \\right)\\]满足\\[f\\left( {{\\log }_{\\frac{1}{2}}}x \\right)=x+\\frac{a}{x}\\]为常数.<br/>（1）求函数\\[f\\left( x \\right)\\]的表达式；<br/>（2）如果\\[f\\left( x \\right)\\]为偶函数，求\\[a\\]的值；<br/>（3）当\\[f\\left( x \\right)\\]为偶函数时，若方程\\[f\\left( x \\right)=m\\]有两个实数根\\[{{x}_{1}},{{x}_{2}}\\]；其中\\[{{x}_{1}}\\ <\\ 0\\]，\\[0\\ <\\ {{x}_{2}}\\ <\\ 1\\]；求实数\\[m\\]的范围.<br/>
mjsdxxbsj8A3c01	如图1，在\\[\\Delta ABC\\]中，已知\\[\\angle C=90{}^\\circ \\]，则下列结论不正确的是   （    ）<br/>
mjsdxxbsj8A3c02	在\\[Rt\\Delta ABC\\]中，\\[\\angle C=90{}^\\circ \\]，\\[BC=12\\]，\\[AC=16\\]，则\\[AB\\]的长为（    ）<br/>
mjsdxxbsj8A3c03	在\\[Rt\\Delta ABC\\]中，\\[\\angle B=90{}^\\circ \\]，\\[BC=12\\]，\\[AC=16\\]，则\\[AB\\]的长为（    ）<br/>
mjsdxxbsj8A3c04	下列各组数中，不是勾股数的是（    ）<br/>
mjsdxxbsj8A3c05	三角形的三边长满足\\[{{(a+b)}^{2}}={{c}^{2}}+2ab\\]，则这个三角形是（    ）<br/>
mjsdxxbsj8A3c06	已知一个直角三角形的两边长分别为3和4，则第三边长的平方是（    ）<br/>
mjsdxxbsj8A3c07	如图2，一轮船以16海里/时的速度从港口\\[A\\]出发向东北方向航行，另一轮船以12海里/时的速度同时从港口\\[A\\]出发向东南方向航行，离开港口2小时后，则两船相距（    ）<br/>
mjsdxxbsj8A3c08	如图3，在\\[Rt\\Delta ABC\\]中，\\[AB=9\\]，\\[BC=6\\]，\\[\\angle B=90{}^\\circ \\]，将\\[\\Delta ABC\\]折叠，使\\[A\\]点与\\[BC\\]的中点\\[D\\]重合，折痕为\\[PQ\\]，则线段\\[BQ\\]的长度为（    ）<br/>
mjsdxxbsj8A3c09	如图4，在\\[\\Delta ABC\\]中，已知\\[\\angle ACB=90{}^\\circ \\]，如果\\[a:b=3:4\\]，且\\[c=25\\]，则\\[a=\\]______.<br/>
mjsdxxbsj8A3c10	若三角形的三边长分别是9、12、15，则这个三角形是 ______三角形.<br/>
mjsdxxbsj8A3c11	在直角三角形\\[ABC\\]中，斜边\\[AB=4\\]，则\\[A{{B}^{2}}+A{{C}^{2}}+B{{C}^{2}}=\\]______.<br/>
mjsdxxbsj8A3c12	直角三角形斜边长是5，一直角边的长是3，则此直角三角形的面积为 ______.<br/>
mjsdxxbsj8A3c13	如图5，一扇宽为4米，高为3米的栅栏门，需要一根长 ______米的木条像图中那样固定.<br/>
mjsdxxbsj8A3c14	如图6，\\[\\Delta ABC\\]中，\\[AB=AC\\]，\\[AD\\]是\\[\\angle BAC\\]的平分线.已知\\[AB=5\\]，\\[AD=3\\]，则\\[BC\\]的长为 ______.<br/>
mjsdxxbsj8A3c15	如图7，在一块平地上，张大爷家屋前9米远有一棵大树.在一次强风中，这棵大树从离地面6米处折断倒下，量得倒下部分的长是9米.出门在外的张大爷担心自己的房子被倒下的大树砸到，你告诉张大爷，大树倒下时______（填“会”或“不会”）砸到他的房子.<br/>
mjsdxxbsj8A3c16	在\\[\\Delta ABC\\]中，\\[AB=2k\\]，\\[AC=2k-1\\]，\\[BC=3\\]，当\\[k=\\]______时，\\[\\angle C=90{}^\\circ \\].<br/>
mjsdxxbsj8A3c17	一块木板如图8所示，已知\\[AB=40cm\\]，\\[BC=30cm\\]，\\[DC=120cm\\]，\\[AD=130cm\\]，\\[\\angle B=90{}^\\circ \\]，木板的面积为 ______\\[c{{m}^{2}}\\].<br/>
mjsdxxbsj8A3c18	如图9，已知\\[\\Delta ABC\\]，\\[AB=10\\]，\\[AC=8\\]，\\[BC=6\\]，\\[DE\\]是\\[AC\\]的垂直平分线，\\[DE\\]交\\[AB\\]于点\\[D\\]，连接\\[CD\\]，则\\[CD=\\]______.<br/>
mjsdxxbsj8A3c19	如图10，在一块由边长为\\[20cm\\]的正方形地砖铺设的广场上，一只飞来的鸽子落在\\[A\\]点处，鸽子要吃完小朋友洒在\\[B\\]、\\[C\\]处的鸟食，至少需要走多远？<br/>
mjsdxxbsj8A3c20	如图11，正方形\\[ACDE\\]的面积为\\[25c{{m}^{2}}\\]，测量出\\[AB=12cm\\]，\\[BC=13cm\\]，问\\[E\\]、\\[A\\]、\\[B\\]三点在一条直线上吗？为什么？<br/>
mjsdxxbsj8A3c21	小东拿着一根长竹竿进一个宽为3米的城门，他先横着拿不进去，又竖起来拿，结果竹竿比城门高1米，当他把竹竿斜着时，两段刚好顶着城门的对角，问竹竿长多少米？<br/>
mjsdxxbsj8A3c22	如图12，已知在\\[\\Delta ABC\\]中，\\[AC=20\\]，\\[BC=15\\]，\\[CD\\bot AB\\]于点\\[D\\]，\\[CD=12\\].<br/>（1）求\\[AB\\]的长；<br/>（2）证明：\\[\\Delta ABC\\]是直角三角形，并判定哪一个角是直角.<br/>
mjsdxxbsj8A3c23	要做一个如图13所示的零件，按规定\\[\\angle B\\]与\\[\\angle C\\]都应为直角，已知\\[\\angle B=90{}^\\circ \\]，工人师傅量得所做零件的尺寸如图，这个零件符合要求吗？<br/>
mjsdxxbsj8A3c24	如图14，在\\[\\Delta ABC\\]中，\\[AB=15\\]，\\[BC=14\\]，\\[AC=13\\]，求\\[\\Delta ABC\\]的面积.<br/>某学习小组经过合作交流，给出下面的解题思路，请你按照他们的解题思路完成解答过程.<br/>
mshsy11Adlzy1001	已知集合\\[A=\\left\\{ -2,-1,0,1,2 \\right\\}\\]，\\[B=\\left\\{ x\\left| \\left( x-1 \\right)\\left( x+2 \\right) \\right. \\right\\}\\ <\\ 0\\]，则 \\[A\\bigcap B=\\](     )<br/>
mshsy11Adlzy1002	已知函数\\[y=f\\left( x \\right)\\]在\\[R\\]上的图像是连续不断的一条曲线, 在用二分法研究函数\\[y=f\\left( x \\right)\\]的零点时, 第一次计算得到数据: \\[f\\left( -0.5 \\right)\\ <\\ 0\\],\\[f\\left( 0 \\right)>0\\] 根据零点的存在性定理知存在零点\\[{{x}_{0}}\\in \\]_______, 第二次计算______,以上横线处应填的内容为(    )<br/><br/>
mshsy11Adlzy1003	设集合\\[A=R\\]，集合\\[B=\\{\\left. y \\right|y>0\\}\\]，下列对应关系中是从集合\\[A\\]到集合\\[B\\]的映射的是 (  )       <br/>
mshsy11Adlzy1004	函数\\[f(x)=\\frac{\\sqrt{1-x}}{\\ln (x+1)}\\]的定义域为 (         )<br/>
mshsy11Adlzy1005	方程\\[x+2+{{\\log }_{3}}x=0\\]的根所在的区间为 (   )<br/>
mshsy11Adlzy1006	函数\\[y=\\frac{x}{1+x}\\]的图像是(    )<br/>
mshsy11Adlzy1007	在\\[y={{2}^{x}}\\], \\[y={{\\log }_{2}}x\\], \\[y={{x}^{2}}\\] 这三个函数中，当\\[0\\ <{{x}_{1}}\\ <\\ {{x}_{2}}\\ <\\ 1\\]时，使<br/>\\[f\\left( \\frac{{{x}_{1}}+{{x}_{2}}}{2} \\right)\\ \\ >\\ \\ \\frac{f\\left( {{x}_{1}} \\right)+f\\left( {{x}_{2}} \\right)}{2}\\]恒成立的函数的个数是 (    )<br/>
mshsy11Adlzy1008	已知\\[y={{\\log }_{a}}\\text{(}2-ax)\\]在\\[\\text{ }\\!\\![\\!\\!\\text{ }0,\\text{1}]\\]上是关于\\[x\\]的减函数，则实数\\[a\\]的取值范围是(    )<br/>
mshsy11Adlzy1009	如图所示的\\[4\\]个图象中，与所给3件事吻合最好的顺序 (其中\\[s\\]表示离开家的距离,\\[t\\]表示离开家的时间) 为(      )<br/>① 我离开家不久，发现自己把作业本忘在家里了，于是立刻返回家里取了作业本再上学；<br/>② 我骑着车一路以常速行驶，只是在途中遇到一次交通堵塞，耽搁了一些时间；<br/>③ 我出发后，心情轻松，缓缓行进，后来为了赶时间开始加速. <br/><br/>
mshsy11Adlzy1010	若关于\\[x\\]的方程\\[{{a}^{2x}}+\\text{(}1+\\lg m){{a}^{x}}+1=0\\]\\[\\text{(}a>0\\]且\\[a\\ne 1)\\]有实数解,则实数\\[m\\]的取值范围是(   )  <br/>
mshsy11Adlzy1011	已知函数\\[f\\text{(}x)\\]是定义在\\[\\text{(}-\\infty ,0)\\bigcup \\text{(}0,+\\infty )\\]上的奇函数, 在区间\\[\\text{(}-\\infty ,0)\\]单调递增且\\[f\\left( -1 \\right)=0\\].若实数\\[a\\]满足\\[f\\left( {{\\log }_{2}}a \\right)-f\\left( {{\\log }_{\\frac{1}{2}}}a \\right)\\le 2f\\left( 1 \\right)\\], 则实数\\[a\\]的取值范围是(    )<br/>
mshsy11Adlzy1012	已知函数\\[f\\left( x \\right)=\\left| x-2 \\right|+\\left| 2x-2015 \\right|+\\left| x+2 \\right|+\\left| 2x+2015 \\right|\\]\\[\\text{(}x\\in R)\\],则使方程<br/>\\[f\\text{(}{{m}^{2}}-3m+2)=f\\text{(}m-1)\\]成立的整数\\[m\\]的个数是  (   )<br/>
mshsy11Adlzy1013	已知函数\\[f(x)=\\left\\{ \\begin{align}  & 3{{x}^{2}}-4,x\\ >\\ 0 \\\\  & \\pi ,x=0 \\\\  & 0,x\\ \\ <\\ \\ 0 \\\\ \\end{align} \\right.\\]，则\\[f(f(0))\\text{=}\\]____________.<br/>
mshsy11Adlzy1014	若幂函数\\[y=({{m}^{2}}-m-1){{x}^{{{m}^{2}}-2m-3}}\\]在\\[\\text{(}0,+\\infty )\\]上是减函数，则实数\\[m\\]的值为<br/>_________________.<br/>
mshsy11Adlzy1015	实数\\[a={{0.3}^{\\sqrt{2}}}\\]，\\[b={{\\log }_{\\sqrt{2}}}0.3\\],\\[c={{\\sqrt{2}}^{0.3}}\\]，则实数\\[a,b,c\\]的大小关系为   ___.<br/>
mshsy11Adlzy1016	设函数\\[f(x)=\\left\\{ \\begin{align}  & {{2}^{x}},x\\ \\le \\ 0 \\\\  & {{\\log }_{2}}x,x\\ >\\ 0 \\\\ \\end{align} \\right.\\]，那么函数\\[y=f(f(x))-1\\]的零点的个数为<br/>______________.     <br/>
mshsy11Adlzy1017	已知实数集\\[R\\]，集合\\[A=\\text{ }\\!\\!\\{\\!\\!\\text{ }\\left. x \\right|\\text{(}x+2)\\text{(}x-3)\\ \\ <\\ \\ 0\\}\\]，集合\\[B=\\text{ }\\!\\!\\{\\!\\!\\text{ }\\left. x \\right|x-a\\ >\\ 0\\}\\]<br/>（Ⅰ）当\\[a=1\\]时，求\\[\\text{(}{{\\text{C}}_{R}}A)\\bigcup B\\]；<br/>（Ⅱ）设\\[A\\subseteq B\\]，求实数\\[a\\]的取值范围.<br/>
